Year,Series,Company,No.,Faction,Name,Secondary Name,Alternate Mode,Size Class,Notes,Distribution,Original Price
1985,The Transformers,Hasbro,-,Decepticon,Scrapper,Scrapper,Payloader,Constructicon,Green Payloader. Becomes Devastators right leg. Devastators chest plae attaches to the rear of the payloader mode to form a flying wing.,Mainline,$6.99
1985,The Transformers,Hasbro,-,Decepticon,Bombshell,Bombshell,Boll Weevil,Insecticon,,Mainline,$4.97
1985,The Transformers,Hasbro,-,Decepticon,Kickback,Kickback,Grasshopper,Insecticon,,Mainline,$4.97
1985,The Transformers,Hasbro,-,Decepticon,Shrapnel,Shrapnel,Lamellicorn Beetle,Insecticon,,Mainline,$4.97
1985,The Transformers,Hasbro,-,Decepticon,Astrotrain,Astrotrain,C62 Steam Locomotive / Space Shuttle Orbiter,Triple Changer,Transforms from robot to train and space shuttle. Astrotrain was a design that was unreleased from Takaras Diaclone series. Early prototypes of Astrotrain featured a dark grey shuttle and a purple train. The colours were altered before its release yet the box art and cartoon retained the colour pallette.,Mainline,$11.99
1985,The Transformers,Hasbro,-,Decepticon,Blitzwing,Blitzwing,Tank / MIG-25 Jet,Triple Changer,"Transforms from robot to tank and jet. Comes with x3 missiles, gun and sword.",Mainline,$11.99
1985,The Transformers,Hasbro,-,Decepticon,Barrage,Barrage,Rhinocerous beetle,Deluxe Insecticon,Rhinoceros beetle. Redeco of Beet Gadol from Beetras toyline. Unreleased in Japan,Mainline,$12.99
1985,The Transformers,Hasbro,-,Decepticon,Chop Shop,Chop Shop,Lamellicorn,Deluxe Insecticon,Lamellicorn. Redeco of Beet Gugal from Beetas toyline. Unreleased in Japan,Mainline,$12.99
1985,The Transformers,Hasbro,-,Decepticon,Ransack,Ransack,Locust,Deluxe Insecticon,Locust. Redeco of Beet Vadam from Beetras toyline. Unreleased in Japan,Mainline,$12.99
1985,The Transformers,Hasbro,-,Decepticon,Venom,Venom,Cicada,Deluxe Insecticon,Cicada. Redeco of Beet Zeguna from Beetras toyline. Unreleased in Japan,Mainline,$12.99
1985,The Transformers,Hasbro,-,Decepticon,Mazda / MX-1,-,Mazda / MX-1,Mini Spy,"Released on promotional card with the 1984 Minibot rereleases to promote the rub signs. Released in white, blue & yellow. Unreleased in Japan",Promotional,-
1985,The Transformers,Hasbro,-,Decepticon,Jeep,-,Jeep,Mini Spy,"Released on promotional card with the 1984 Minibot rereleases to promote the rub signs. Released in white, blue & yellow. Unreleased in Japan",Promotional,-
1985,The Transformers,Hasbro,-,Decepticon,Dune Buggy,-,Dune Buggy,Mini Spy,"Released on promotional card with the 1984 Minibot rereleases to promote the rub signs. Released in white, blue & yellow. Unreleased in Japan",Promotional,-
1985,The Transformers,Hasbro,-,Decepticon,Porsche,-,Porsche,Mini Spy,"Released on promotional card with the 1984 Minibot rereleases to promote the rub signs. Released in white, blue & yellow. Unreleased in Japan",Promotional,-
1985,The Transformers,Hasbro,-,Decepticon,Thundercracker,Thundercracker,McDonnell Douglas F-15 Jet,Decepticon Jet,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the mail order pamphlet: ""Have the Decepticons defeated us once and for all?"" Offer expired 30/06/1987",Mail Away,$10 & 2 robot points
1985,Fight! Super Robot Lifeform Transformers,Takara,01,Cybertron,Convoy,Optimus Prime,1979 White Freightliner Cabover Engine Tractor Trailer FLT 9664,Leader,"Released June 1985. The Japanese release has four versions. The first version is an easy spot because there is no barcode on the rear of the box (pictured above). This version comes with a silver Buggy (Roller) without the 2 rear pegs, bloated fists and gun, and the silver missiles. The second version comes with a silver Buggy (Roller) without the 2 rear pegs, bloated fists and gun, and the silver missiles and the trailer features the metal plates. The rear of the box features the barcode. The third version has Buggy (Roller) without the 2 pegs moulded on the rear as per the original Diaclone release, the blue plastic in the trailer and on Buggy is also dark blue; it also includes the ""bloated"" fists and gun and it also comes with silver missiles.  The fourth version is similar to Hasbro's release with the pegs included with Buggy and the standard gun and fists. The powerful launcher within the trailer in all versions is retained. Despite these differences from Hasbro's version, the box photography depicts the Joustra / Hasbro's pre-rub sign Optimus Prime. Interestingly the box art is different from Hasbro's initial release for some reason, yet retains a similar pose.",Mainline,"¥3,900"
1985,Fight! Super Robot Lifeform Transformers,Takara,02,Cybertron,Hound,Hound,Mitsubishi J59 Jeep,Autobot,Released June 1985.,Mainline,"¥1,600"
1985,Fight! Super Robot Lifeform Transformers,Takara,03,Cybertron,Wheeljack,Wheeljack,Lancia Stratos Turbo,Autobot,Released June 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,04,Cybertron,Lambor,Sideswipe,Lamborghini Countach LP500s,Autobot,Released June 1985,Mainline,"¥1,600"
1985,Fight! Super Robot Lifeform Transformers,Takara,05,Cybertron,Alert,Red Alert,Lamborghini Countach LP500s fire chief car,Autobot,Released June 1985,Mainline,"¥1,600"
1985,Fight! Super Robot Lifeform Transformers,Takara,06,Cybertron,Meister,Jazz,Porsche 924 Turbo,Autobot,Released June 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,07,Cybertron,Ligier,Mirage,Ligier JS11 Formula 1 car,Autobot,Released June 1985,Mainline,"¥1,600"
1985,Fight! Super Robot Lifeform Transformers,Takara,08,Cybertron,Streak,Bluestreak,Datsun 280 ZX,Autobot,Released June 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,09,Cybertron,Prowl,Prowl,Datsun 280 ZX Police car,Autobot,Released June 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,10,Cybertron,Inferno,Inferno,Mitsubishi Fuso Fire Engine,Autobot,Released June 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,11,Cybertron,Bumble,Bumblebee,VW Beetle,Minibots,Released June 1985. released in box,Mainline,¥500
1985,Fight! Super Robot Lifeform Transformers,Takara,12,Cybertron,Charger,Windcharger,Pontiac Firebird Trans Am,Minibots,Released June 1985. released in box,Mainline,¥500
1985,Fight! Super Robot Lifeform Transformers,Takara,13,Cybertron,Cliff,Cliffjumper,Porsche 924 Turbo,Minibots,Released June 1985. released in box,Mainline,¥500
1985,Fight! Super Robot Lifeform Transformers,Takara,14,Cybertron,Drag,Huffer,Semi cab,Minibots,Released June 1985. released in box,Mainline,¥500
1985,Fight! Super Robot Lifeform Transformers,Takara,15,Cybertron,Gong,Brawn,Jeep Wrangler,Minibots,Released June 1985. released in box,Mainline,¥500
1985,Fight! Super Robot Lifeform Transformers,Takara,25,Cybertron,Trailbreaker,Trailbreaker,Toyota Hilux 4WD Camper,Autobot,Released August 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,26,Cybertron,Grimlock,Grimlock,Tyrannosaurus Rex,Dinobots,Released August 1985,Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,27,Cybertron,Sludge,Sludge,Brontosaurus,Dinobots,Released August 1985,Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,28,Cybertron,Slag,Slag,Triceratops,Dinobots,Released August 1985,Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,29,Cybertron,Snarl,Snarl,Stegosaurus,Dinobots,Released August 1985,Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,30,Cybertron,Swoop,Swoop,Pteranodon,Dinobots,Released August 1985,Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,38,Cybertron,Broadcast,Blaster,Ghetto Blaster,Communications,Released October 1985,Mainline,"¥2,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,39,Cybertron,Perceptor,Perceptor,Microscope / Tank,Scientist,Released October 1985,Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,44,Cybertron,Tracks,Tracks,Chevrolet Corvette Stingray,Autobot,Released November 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,45,Cybertron,Smokescreen,Smokescreen,Datsun 280 ZX Stock car,Autobot,Released November 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,46,Cybertron,Hoist,Hoist,Toyota Hilux Wrecker Rig,Autobot,Released November 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,47,Cybertron,Grapple,Grapple,Mitsubishi Fuso Crane,Autobot,Released November 1985,Mainline,"¥1,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,86,Cybertron,Adams,Cosmos,UFO,Autobot,"Named ""Adams"" on the mail away leaflet however this was an unchanged Hasbro carded version. Offered as a mail order figure on a pamphlet with Transformer toys or through Transformers VAP VHS Video ""Become an official fan club member!!"" The VHS Video featuring the first 3 episodes of the cartoon had a Mail Away offer advertised on the underside of the VHS paper cover. ",Mail Away,¥500 & 2 Robot Points
1985,Fight! Super Robot Lifeform Transformers,Takara,87,Cybertron,Warpath,Warpath,General Motors M551A1 Sheridan ARAAV Tank,Autobot,"Hasbro carded version. Offered as a mail order figure on a pamphlet with Transformer toys or through Transformers VAP VHS Video ""Become an official fan club member!!"" The VHS Video featuring the first 3 episodes of the cartoon had a Mail Away offer advertised on the underside of the VHS paper cover. ",Mail Away,¥500 & 2 Robot Points
1985,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Autoceptor,Autoceptor,Car,Autobot,"Transforms from wristwatch, car and robot. Available in red, grey, blue or black colours. This was an unchanged Hasbro carded version. Offered as a mail order figure on a pamphlet with Transformer toys or through Transformers VAP VHS Video ""Become an official fan club member!!"" The VHS Video featuring the first 3 episodes of the cartoon had a Mail Away offer advertised on the underside of the VHS paper cover. ",Mail Away,"¥2,500 & 6 Robot Points"
1985,Fight! Super Robot Lifeform Transformers,Takara,VSX,Cybertron,Convoy,Optimus Prime,Leader,Giftset,"Released October 1985. Giftset, Megatron has blue inner, not red. The Convoy included in this set is identical to the Convoy 01 release however Buggy does not have the two posts moulded on its rear much like the original Diaclone version and the missiles are black.",Mainline,"¥6,200"
1985,Fight! Super Robot Lifeform Transformers,Takara,VSY,Cybertron,Grimlock,Grimlock,Dinobot,Giftset,"Released October 1985. Giftset, comes with audio cassette & story book, Packaged in robot mode. The VSY set also contains a mail away postcard to enter a lucky draw, 100 winners would receive the Soundwave Cassette Player (Made by Durham Industries & licenced by Hasbro Bradley)",Mainline,"¥5,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,16,Destron,Megatron,Megatron,Walther P-38 9mm Automatic Pistol,Leader,"Released June 1985. Matt grey colour, blue inner plastic, came with sword & silver gun & 2 sets of blue pellets. Firing mechanism intact. Based on the grey Microchange MC12 Walther P38.",Mainline,"¥2,300"
1985,Fight! Super Robot Lifeform Transformers,Takara,17,Destron,Soundwave,Soundwave,Micro Cassette Player,Communications,"Released June 1985. Came with Rumble, headphones & microphone. Cassette door has different mould - hinge attached to chrome buttons on his waist unlike the original Microchange MC10 Cassette Man mould with concealed hinge used for the western Soundwave.",Mainline,"¥2,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,17,Destron,Rumble,Rumble,Micro Cassette,Cassettetron,Came with Soundwave,Mainline,"¥2,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,18,Destron,Frenzy,Frenzy,Micro Cassette,Cassettetron,Released June 1985. Boxed. Came with cassette case,Mainline,¥780
1985,Fight! Super Robot Lifeform Transformers,Takara,19,Destron,Jaguar,Ravage,Micro Cassette,Cassettetron,Released June 1985. Boxed. Came with cassette case,Mainline,¥780
1985,Fight! Super Robot Lifeform Transformers,Takara,20,Destron,Condor,Laserbeak,Micro Cassette,Cassettetron,Released June 1985. Boxed. Came with cassette case,Mainline,¥780
1985,Fight! Super Robot Lifeform Transformers,Takara,21,Destron,Reflector,Reflector,Camera,Recon,"Spectro (Camera Shutter), Spyglass (Camera Flash cube) & Viewfinder (Camera Lens). Released June 1985",Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,22,Destron,Starscream,Starscream,McDonnell-Douglas F-15 Eagle jet,Jetron,Released June 1985,Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,23,Destron,Skywarp,Skywarp,McDonnell-Douglas F-15 Eagle jet,Jetron,Released June 1985,Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,24,Destron,Thundercracker,Thundercracker,McDonnell-Douglas F-15 Eagle jet,Jetron,Released June 1985,Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,31,Destron,Long Haul,Long Haul,Dumptruck,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,32,Destron,Scrapper,Scrapper,Payloader,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,33,Destron,Gren,Hook,Crane,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,34,Destron,Mixmaster,Mixmaster,Cement Mixer Truck,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,35,Destron,Scavenger,Scavenger,Power Shovel,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,36,Destron,Bonecrusher,Bonecrusher,Bulldozer,Buildron,Released September 1985,Mainline,¥980
1985,Fight! Super Robot Lifeform Transformers,Takara,37,Destron,Devastar,Devastator,Combiner,Buildron,Released September 1985. Giftset,Mainline,"¥5,800"
1985,Fight! Super Robot Lifeform Transformers,Takara,40,Destron,Kickback,Kickback,Grasshopper,Insectron,Released October 1985,Mainline,¥880
1985,Fight! Super Robot Lifeform Transformers,Takara,41,Destron,Bombshell,Bombshell,Boll Weevil,Insectron,Released October 1985,Mainline,¥880
1985,Fight! Super Robot Lifeform Transformers,Takara,42,Destron,Shrapnel,Shrapnel,Lamellicorn Beetle,Insectron,Released October 1985,Mainline,¥880
1985,Fight! Super Robot Lifeform Transformers,Takara,43,Destron,Blitzwing,Blitzwing,Japanese Type 74 Tank & MIG-25 jet,Tripleron,Released November 1985,Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,48,Destron,Astrotrain,Astrotrain,C62 Steam Locomotive & Space Shuttle,Tripleron,"Released November 1985. White version released originally, then the standard western release was issued in October 1986 with Hasbro's box art. The tech Spec also included weapon description and number values",Mainline,"¥1,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,49,Destron,Laserwave,Shockwave,Seibertronian Flying laser Gun,Defence,Released November 1985. Only had a small production number,Mainline,"¥3,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,VSX,Destron,Megatron,Megatron,Walther P-38 9mm Automatic Pistol,Giftset,"Released October 1985. Versus set with Convoy, packaged in robot mode. Identical to the standard Megatron 16 release.",Mainline,"¥6,200"
1985,Fight! Super Robot Lifeform Transformers,Takara,VSY,Destron,Soundwave,Soundwave,Micro Cassette Player,Giftset,"Released October 1985. Giftset, comes with audio cassette & story book. Soundwave comes without headphones and microphone. The mould for Soundwave is the western release (hidden door hinge). The VSY set also contains a mail away postcard to enter a lucky draw, 100 winners would receive the Soundwave Cassette Player (Made by Durham Industries & licenced by Hasbro Bradley)",Mainline,"¥5,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,VSY,Destron,Frenzy,Frenzy,Micro Cassette,Giftset,"Released October 1985. Giftset, comes with audio cassette & story book. Packaged in robot mode, Frenzy in cassette mode. The VSY set also contains a mail away postcard to enter a lucky draw, 100 winners would receive the Soundwave Cassette Player (Made by Durham Industries & licenced by Hasbro Bradley)",Mainline,"¥5,980"
1985,Fight! Super Robot Lifeform Transformers,Takara,97,Destron,Dirge,Dirge,McDonnell-Douglas F-15 Eagle jet,Jetron,"Mail Away US Release. Offered as a mail order figure on a pamphlet with Transformer toys or through Transformers VAP VHS Video ""Become an official fan club member!!"" The VHS Video featuring the first 3 episodes of the cartoon had a Mail Away offer advertised on the underside of the VHS paper cover. ",Mail Away,"¥1,980 & 4 Robot Points"
1986,The Transformers,Hasbro,-,Autobot,Rodimus Prime,Rodimus Convoy,Cybertronian Van,Protector,Cybertronian van. Cab separates from trailer which becomes a battle station. This was initially going to be a larger figure but was scaled down due to cost.,Mainline,$14.99
1986,The Transformers,Hasbro,-,Autobot,Ultra Magnus,Ultra Magnus,Car Carrier,City Commander,"Car Carrier. The cab is a white repaint of Optimus Prime. Combines with the trailer for a larger robot. Initial releases feature rubber tyres and painted robot faces. The later releases feature unpainted faces, plastic tyres, unchromed gas tanks, plastic feet on the smaller robot instead of diecast and the clear yellow  window was removed from the cab. The later releases were predominantly sold in Kay Bee stores in North America but were common in Europe.",Mainline,$24.96
1986,The Transformers,Hasbro,-,Autobot,Metroplex,Metroflex,City / Battle Station,Autobot City,"City & battle station, Comes with ""Six Gun"" (combined out of Metroplex's guns), ""Slammer"" (Tank) & ""Scamper"" (Car). Smaller combiner limbs can connect to Metroplex's arms and legs for an armoured mode. The combiner base modes of Silverbolt, Hot Spot, Onslaught and Motormaster can also connect up to Metroplex's city mode.",Mainline,$32.99
1986,The Transformers,Hasbro,-,Autobot,Six-Gun,Six-Gun,Metroplex's guns,Metroplex,Tower component / robot built from Metroplex's weapons,Mainline,$32.99
1986,The Transformers,Hasbro,-,Autobot,Scamper,Scamper,Six-wheeled sports car,Metroplex,Small robot that turns into a car. His arms detach and become roof mounted guns,Mainline,$32.99
1986,The Transformers,Hasbro,-,Autobot,Slammer,Slammer,Tank,Metroplex,Tank that transforms into a tower,Mainline,$32.99
1986,The Transformers,Hasbro,-,Autobot,Sky Lynx,Sky Lynx,Space Shuttle,Lieutenant,Space Shuttle and Transporter. The Space Shuttle can dock onto the Transporter. The Transporter is motorised and can roll forwards in this mode. The Shuttle transforms into a Dino Bird and the Transporter transforms into a Lynx mode. The Dinobord can combine and sit atop of the Lynx mode. The motorised Lynx mode can walk forwards. Unreleased in Japan. This was made by Toybox who also made Omega Supreme,Mainline,$39.99
1986,The Transformers,Hasbro,-,Autobot,Wreck-Gar,Wreck-Gar,Cybertronian Motorbike,Junkion,Cybertronian motorcycle,Mainline,$14.99
1986,The Transformers,Hasbro,-,Autobot,Blurr,Blurr,Cybertronian Car,Autobot Car,Cybertronian Car,Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Hot Rod,Hot Rodimus,Cybertronian race car,Autobot Car,Initial versions had metal feet replaced with black plastic feet in later releases,Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Kup,Chear,Cybertronian Pickup truck,Autobot Car,Cybertronian pick-up truck,Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Hubcap,Hubcap,Porsche 924 Turbo,Minibot,"Porsche 924 turbo, redeco & remould from Cliffjumper",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Outback,Outback,Jeep Wrangler,Minibot,"Jeep wrangler, remould & redeco from Brawn",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Pipes,Pipes,Semi Cab,Minibot,"Camion truck cab, remould & redeco from Huffer. A White & blue Huffer mould was released in Holland and France on ""Pipes Card""",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Swerve,Werve,Pick Up Truck,Minibot,"Pick-up truck, remould & redeco from Gear",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Tailgate,Tailgate,Pontiac Firebird,Minibot,"Pontiac firebird trans am, remould & redeco from Windcharger",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Wheelie,Wheelie,Cybertronian Car,Minibot,"Cybertronian sports car. Like Rodimus Prime, this was initially going to be a larger figure but was scaled down to fit with the Minibots.",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Air Raid,Air Raider,McDonnell Douglas F-15 Jet,Aerialbot,"A1. F-15 Eagle Jet, combines with Aerialbots to form Superion",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Fireflight,Firebolt,F-4 Phantom Jet,Aerialbot,"A3. F-4 Phantom II Jet, combines with Aerialbots to form Superion",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Silverbolt,Silverbolt,SST / Launch base,Aerialbot,"A5. Concorde SST (Super Sonic Travel) & base mode, combines with Aerialbots to form Superion. Base mode can connect to Metroplex",Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Skydive,Skydive,F-16 Falcon Jet,Aerialbot,"A2. F-16 Falcon Fighting Jet, combines with Aerialbots to form Superion",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Slingshot,Sling,Harrier Jet,Aerialbot,"A4. AV-8B Harrier II Jet, combines with Aerialbots to form Superion",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Superion,Superion,Combiner,Aerialbot,Giftset of all 5 Aerialbots,Mainline,$26.99
1986,The Transformers,Hasbro,-,Autobot,Blades,Graze,UH-1A Huey Helicopter,Protectobot,"P4. UH-1a Huey helicopter, combines with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Defensor,Guardian,Combiner,Protectobot,Giftset of all 5 Protectobot,Mainline,$26.99
1986,The Transformers,Hasbro,-,Autobot,First Aid,First Aid,Ambulance Van,Protectobot,"P3. Ambulance van, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Groove,Graze,Honda Goldwing Motorcycle,Protectobot,"P2. Honda Goldwing motorcycle, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Hot Spot,Hot Spot,Fire Engine / Repair bay,Protectobot,"P5. Fire engine & base mode, combine with Protectobots to form Defensor. Base mode can connect to Metroplex",Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Streetwise,Streetwise,Nissan 300 ZX,Protectobot,"P1. Nissan 300zx turbo police cruiser, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Eject,Eject,Micro Cassette,Cassette,Micro Cassette transforms into a robot. Came in 2-pack with Ramhorn. Redeco of Rewind. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Ramhorn,Armhorn,Micro Cassette,Cassette,Micro Cassette transforms nto a mechanical rhino. Came in 2-pack with Eject. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Rewind,Rewind,Micro Cassette,Cassette,Micro Cassette. Came in 2-pack with Steeljaw. Redeco of Eject. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Steeljaw,Steeljaw,Micro Cassette,Cassette,Micro Cassette. Came in 2-pack with Rewind. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Broadside,Broadside,CVN Aircraft Carrier / Jet,Triple Changer,CNV aircraft carrier & jet,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Sandstorm,Sandstorm,Dune Buggy & S-6Z helicopter,Triple Changer,Dune buggy & s-6z helicopter,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Springer,Sprung,Cybertronian Car & Helicopter,Triple Changer,Cybertronian helicopter & car,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Mirage,Ligier,Citanes JS11-F1 Racing Car,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Ratchet,Ratchet,Nissan Ambulance Van C22 (Vanette),Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Wheeljack,Wheeljack,1975 Lancia Stratos Turbo,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Sunstreaker,Sunstreaker,Lamborghini Countach LP500S,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Camshaft,Downshift,Mazda RX-7,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Downshift,Camshaft,Toyota Celica Supra,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Overdrive,Overdrive,Ferrari Diablo,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,S.T.A.R.S Membership,-,Play Set,Play Set,"Secret Transformers Autobot Rescue Squad Mail-Away. Came with cardboard control centre, iron on patches, poster, membership card and a Tech Spec Manual. Available to order through the following mail order pamphlets: ""You have been chosen."", ""Can one boy, alone, hold back the evil Decepticons?"" & ""Go See ""The Transformers - The Movie"" Promotional Poster",Mail Away,$6.50
1986,The Transformers,Hasbro,-,Autobot,Optimus Prime (Movie Edition),Convoy,White Freightliner Cabover Engine Tractor Trailer FLA 8664T,Autobot Leader,"Movie Mail Away exclusive. Packaged in a brown mailer box and standard styrofoam insert. Came with a mini certificate of authenticity. Available to order through the promotion: ""Go See ""The Transformers - The Movie"" Promotional Poster",Mail Away,$21.50 plus 5 Robot Points or 1 movie ticket stub
1986,The Transformers,Hasbro,-,Decepticon,Galvatron,Galvatron,Cybertronian cannon / Pistol,City Commander,"ybertronian laser cannon & handgun, electronic, has lights and 3 sounds. Designed by Hideaki Yoke",Mainline,$24.99
1986,The Transformers,Hasbro,-,Decepticon,Cyclonus,Cyclonus,Cybertronian Star Fighter,Decepticon Jet,Cybertronian star fighter,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Scourge,Scourge,Cybertronian Skiff,Decepticon Jet,Cybertronian Skiff,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Trypticon,Dinosaurer,Decepticon City / Battle base,Decepticon City,"Battle Station & City with Full-Tilt & Brunt, electronic, can walk in robot mode and weapons move in base mode",Mainline,$49.99
